"Date & Time",Temperature,Humidity,PM1.0,PM2.5,PM10
"2024-08-02 17:50:00.0000",18.34,77.84,1.186350959910997,1.547864106186422,4.095450182364635
"2024-08-02 17:40:00.0000",18.49,77.43,1.1845052164459018,2.1240653757717336,2.3541511404571605
"2024-08-02 17:30:00.0000",18.8,77.65,1.0406369690163286,1.440864959398283,2.9206682881450448
"2024-08-02 17:20:00.0000",18.55,80.01,0.9109827154504142,1.5538416169974072,4.204674406708239
"2024-08-02 17:10:00.0000",18.56,80.93,0.7447529732858502,0.5743338383455363,0.8516081129844348
"2024-08-02 17:00:00.0000",18.63,81.49,0.6058405865208716,0.8884010704580954,1.4766474972413715
"2024-08-02 16:50:00.0000",18.56,81.62,0.415502852900798,0.34824852784257665,2.0110914396759636
"2024-08-02 16:40:00.0000",18.98,81.02,0.14735549593869646,-0.08159085741764915,0.8606489713853254
"2024-08-02 16:30:00.0000",18.87,81.39,-0.0013365111941423535,-0.292624080608074,0.7993334746274812
"2024-08-02 16:20:00.0000",19,79.77,0.24633651474723361,-0.055468984347646355,-0.19161144576390043
"2024-08-02 16:10:00.0000",18.88,81.13,0.05045249640466576,-0.160717967319993,1.8918001682865153
"2024-08-02 16:00:00.0000",18.99,81.32,-0.03845440974316894,-0.47687214400460753,0.026098028186694933
"2024-08-02 15:50:00.0000",19.19,79.43,0.004578641727117194,-0.31594845026587937,0.6892515972220306
"2024-08-02 15:40:00.0000",19.46,77.92,0.2695660831070512,0.13074779583155838,0.7623261000942847
"2024-08-02 15:30:00.0000",19.45,76.96,0.3423085836611417,0.2814578643076029,1.9871530960792025
"2024-08-02 15:20:00.0000",19.88,74.14,0.34512007079206874,0.18293120723159007,1.724932148159196
"2024-08-02 15:10:00.0000",20.65,71.3,0.4223631985643337,0.3974979942418635,0.9427705710395191
"2024-08-02 15:00:00.0000",20.67,70.62,0.4995202399595291,0.3945971139954505,0.8208788882447386
"2024-08-02 14:50:00.0000",20.95,69.97,0.5577888545823937,0.81065731766083,3.9116366875190245
"2024-08-02 14:40:00.0000",20.91,70.18,0.6496187233571522,0.7482440867811384,2.7711190394473277
"2024-08-02 14:30:00.0000",20.55,70.86,0.9163996184143892,1.07791076867694,3.239657032692868
"2024-08-02 14:20:00.0000",20.36,70.99,0.8958797962522507,1.0380958968675529,3.425288878414552
"2024-08-02 14:10:00.0000",20.94,69.18,0.8534617917127667,1.1221803801453998,3.097891935605391
"2024-08-02 14:00:00.0000",20.42,70.52,0.9791224881467633,1.2914272992966973,4.8241527901310555
"2024-08-02 13:50:00.0000",21.03,68.67,1.0732674733168581,1.3475394204814517,3.3873088245715106
"2024-08-02 13:40:00.0000",20.87,68.54,1.1916750598312618,1.2740551661439348,3.7360289181763626
"2024-08-02 13:30:00.0000",20.58,69.26,1.2917525875366112,1.3869479702275846,1.7625536694500745
"2024-08-02 13:20:00.0000",19.81,69.78,1.4758636378842693,1.73433399487579,3.9750494107288112
"2024-08-02 13:10:00.0000",19.97,68.16,1.4793783012716153,1.5407747666366811,2.0413554272611147
"2024-08-02 13:00:00.0000",20.63,64.77,1.6046364744497437,2.2975131411597918,5.451467016492394
"2024-08-02 12:50:00.0000",21.85,61.6,1.3185891651892927,1.5830127764986965,3.810285106417629
"2024-08-02 12:40:00.0000",21.22,63.05,1.591621213279562,2.0063622149635663,5.658512723634576
"2024-08-02 12:30:00.0000",21.2,63.44,1.356916119562925,1.88183801735312,4.845475215748271
"2024-08-02 12:20:00.0000",20.94,63.98,1.251025754809394,1.4669842807615971,3.854651674134269
"2024-08-02 12:10:00.0000",21.6,62.2,1.1654910873265933,1.6341013224941285,4.374541483902027
"2024-08-02 12:00:00.0000",21.87,61.71,1.0963039584518475,1.7117342031672997,6.128812729889658
"2024-08-02 11:50:00.0000",20.96,64.98,1.0539573606856454,1.2231889591630747,3.5023083612570556
