"Date & Time",Temperature,Humidity,PM1.0,PM2.5,PM10
"2024-04-01 00:08:03.0000",7.98,76.5,1.65010333061218,3.01460021697077,9.01884229274975
"2024-04-01 00:37:57.0000",7.92,77.72,1.58374750614166,2.90760007879377,9.1623621044375
"2024-04-01 01:07:51.0000",7.96,78.15,1.22411465644836,2.56089796870477,8.29540512098386
"2024-04-01 01:37:45.0000",8.05,78,0.430859625339508,1.93187253858831,7.44392559433483
"2024-04-01 02:07:38.0000",8.06,78.05,0.423640489578247,1.93592935967329,7.70323133909087
"2024-04-01 02:37:33.0000",7.96,78.4,0.320331990718842,1.84269125679788,7.37797066609052
"2024-04-01 03:07:26.0000",7.68,78.82,0.405581831932068,1.86154824345375,7.32576832067131
"2024-04-01 03:37:19.0000",7.75,79.04,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 04:07:13.0000",7.14,81.78,0.563289046287537,1.69485701173987,6.56218542963657
"2024-04-01 04:37:07.0000",7.02,83.23,0.799292266368866,1.88011357106004,6.63685238388396
"2024-04-01 05:07:02.0000",7.04,83.45,1.08624482154846,2.16958225013191,7.08668909786536
"2024-04-01 05:36:56.0000",6.85,83.9,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 06:06:49.0000",6.78,84.67,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 06:36:42.0000",6.74,85.34,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 07:06:37.0000",6.75,85.81,0.994662284851074,1.83423952500724,6.28769739697012
"2024-04-01 07:36:31.0000",6.87,87.09,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 08:06:25.0000",6.92,88.6,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 08:36:18.0000",7.08,88.89,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 09:06:13.0000",7.14,89.2,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 09:36:07.0000",7.32,89.53,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 10:06:02.0000",7.87,90.08,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 10:35:56.0000",7.79,89.88,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 11:05:48.0000",7.82,91.19,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 11:35:43.0000",8.15,90.78,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 12:05:38.0000",8.38,90.83,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 12:35:31.0000",8.37,90.47,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 13:05:25.0000",8.21,91.73,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 13:35:21.0000",8.45,92.45,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 14:05:14.0000",8.64,93.22,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 14:35:11.0000",8.82,93.43,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 15:05:04.0000",8.86,94.08,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 15:35:00.0000",9.51,94.74,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 16:04:55.0000",9.94,94.71,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 16:34:49.0000",10.05,94.59,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 17:04:44.0000",10.07,94.94,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 17:34:38.0000",9.88,94.16,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 18:04:32.0000",9.51,94.75,4.76980590820312,6.04643729327617,12.6947213218335
"2024-04-01 18:34:25.0000",9.16,94.95,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 19:04:19.0000",9,94.64,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 19:34:12.0000",8.45,94.52,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
"2024-04-01 20:04:04.0000",7.92,95.1,-1.40986488597765e31,-1.40986488597765e31,-1.40986488597765e31
